,location,total_sqft,bath,price,bhk
538,Bannerghatta,2370.0,4.0,195.0,3
539,Bannerghatta,1100.0,2.0,66.0,2
540,Bannerghatta,2895.5,2.0,246.0,4
541,Bannerghatta,1113.0,2.0,70.0,2
542,Bannerghatta,1200.0,2.0,73.2,2
543,Bannerghatta,1070.0,2.0,87.0,2
544,Bannerghatta,1776.0,3.0,124.0,3
545,Bannerghatta,1776.0,3.0,150.0,3
546,Bannerghatta Road,500.0,1.0,18.5,1
547,Bannerghatta Road,1050.0,2.0,65.0,2
548,Bannerghatta Road,595.0,1.0,33.32,1
549,Bannerghatta Road,1640.0,2.0,120.0,3
550,Bannerghatta Road,1556.0,2.0,59.13,3
551,Bannerghatta Road,1179.0,2.0,66.02,2
552,Bannerghatta Road,1122.5,2.0,58.935,2
553,Bannerghatta Road,1400.0,2.0,78.0,2
554,Bannerghatta Road,2700.0,5.0,158.0,5
555,Bannerghatta Road,1215.0,2.0,50.0,2
556,Bannerghatta Road,1654.0,3.0,100.0,3
557,Bannerghatta Road,1181.0,2.0,55.0,2
558,Bannerghatta Road,1200.0,2.0,75.0,2
559,Bannerghatta Road,1760.0,3.0,67.0,3
560,Bannerghatta Road,595.0,1.0,31.83,1
561,Bannerghatta Road,1105.0,2.0,51.0,2
562,Bannerghatta Road,1255.0,2.0,65.26,2
563,Bannerghatta Road,1550.0,3.0,78.0,3
564,Bannerghatta Road,1550.0,3.0,82.0,3
565,Bannerghatta Road,1550.0,2.0,75.0,3
566,Bannerghatta Road,1650.0,3.0,122.0,3
567,Bannerghatta Road,1218.0,2.0,73.0,2
568,Bannerghatta Road,1115.0,2.0,65.12,2
569,Bannerghatta Road,1893.0,3.0,100.0,3
570,Bannerghatta Road,1600.0,3.0,95.0,3
571,Bannerghatta Road,1275.0,2.0,65.0,2
572,Bannerghatta Road,1880.0,3.0,95.0,3
573,Bannerghatta Road,1260.0,2.0,70.0,2
574,Bannerghatta Road,1788.0,3.0,90.0,3
575,Bannerghatta Road,1157.0,2.0,40.0,2
576,Bannerghatta Road,1150.0,2.0,65.0,2
577,Bannerghatta Road,10000.0,4.0,450.0,4
578,Bannerghatta Road,1100.0,2.0,39.0,2
579,Bannerghatta Road,1725.0,3.0,110.0,3
580,Bannerghatta Road,9000.0,4.0,390.0,3
581,Bannerghatta Road,1220.0,2.0,80.0,2
582,Bannerghatta Road,1130.0,2.0,78.0,2
583,Bannerghatta Road,1015.0,2.0,48.0,2
584,Bannerghatta Road,1115.0,2.0,61.0,2
585,Bannerghatta Road,1136.0,2.0,48.0,2
586,Bannerghatta Road,2700.0,4.0,260.0,4
587,Bannerghatta Road,1302.5,2.0,67.73,2
588,Bannerghatta Road,1200.0,2.0,65.0,2
589,Bannerghatta Road,1240.0,2.0,65.0,2
590,Bannerghatta Road,1532.5,3.0,84.29,3
591,Bannerghatta Road,1268.0,2.0,69.0,2
592,Bannerghatta Road,2932.0,5.0,195.0,4
593,Bannerghatta Road,1625.0,2.0,75.0,3
594,Bannerghatta Road,1750.0,3.0,130.0,3
595,Bannerghatta Road,1275.0,2.0,73.0,2
596,Bannerghatta Road,1240.0,2.0,71.0,2
597,Bannerghatta Road,1215.0,2.0,68.0,2
598,Bannerghatta Road,1215.0,2.0,68.0,2
599,Bannerghatta Road,1894.0,3.0,115.0,3
600,Bannerghatta Road,1655.0,2.0,62.89,3
601,Bannerghatta Road,1693.0,3.0,89.0,3
602,Bannerghatta Road,1280.0,2.0,60.16,2
603,Bannerghatta Road,3230.0,5.0,165.0,4
604,Bannerghatta Road,630.0,1.0,35.0,1
605,Bannerghatta Road,1215.0,2.0,68.0,2
606,Bannerghatta Road,1115.0,2.0,78.0,2
607,Bannerghatta Road,1532.5,3.0,79.465,3
608,Bannerghatta Road,1535.0,3.0,60.0,3
609,Bannerghatta Road,1655.0,3.0,90.0,3
610,Bannerghatta Road,1247.0,2.0,47.39,2
611,Bannerghatta Road,1237.5,2.0,49.49,2
612,Bannerghatta Road,1650.0,3.0,94.0,3
613,Bannerghatta Road,1000.0,2.0,50.0,2
614,Bannerghatta Road,2185.0,3.0,120.0,4
615,Bannerghatta Road,1012.0,2.0,45.0,2
616,Bannerghatta Road,1725.0,3.0,85.0,3
617,Bannerghatta Road,1340.0,2.0,85.0,2
618,Bannerghatta Road,1711.0,3.0,125.0,3
619,Bannerghatta Road,1520.0,2.0,81.0,3
620,Bannerghatta Road,2826.0,3.0,148.0,3
621,Bannerghatta Road,1115.0,2.0,61.0,2
622,Bannerghatta Road,1154.0,2.0,47.0,2
623,Bannerghatta Road,1000.0,2.0,44.5,2
624,Bannerghatta Road,1250.0,2.0,48.0,2
625,Bannerghatta Road,1640.0,3.0,105.0,3
626,Bannerghatta Road,1656.0,2.0,62.93,3
627,Bannerghatta Road,1012.0,2.0,44.0,2
628,Bannerghatta Road,1527.0,3.0,115.0,3
629,Bannerghatta Road,1660.0,3.0,85.0,3
630,Bannerghatta Road,1880.0,3.0,96.5,3
631,Bannerghatta Road,1550.0,3.0,96.0,3
632,Bannerghatta Road,1200.0,2.0,78.0,2
633,Bannerghatta Road,1885.0,3.0,125.0,3
634,Bannerghatta Road,700.0,1.0,31.2,1
635,Bannerghatta Road,1630.0,3.0,68.0,3
636,Bannerghatta Road,1920.0,3.0,122.0,3
637,Bannerghatta Road,2400.0,4.0,180.0,4
638,Bannerghatta Road,1660.0,3.0,80.0,3
639,Bannerghatta Road,1270.0,2.0,45.0,2
640,Bannerghatta Road,4723.0,4.0,500.0,4
641,Bannerghatta Road,1520.0,2.0,80.0,3
642,Bannerghatta Road,1846.0,3.0,120.0,3
643,Bannerghatta Road,3000.0,4.0,140.0,4
644,Bannerghatta Road,1122.5,2.0,61.74,2
645,Bannerghatta Road,1655.0,3.0,95.0,3
646,Bannerghatta Road,1206.0,2.0,53.0,2
647,Bannerghatta Road,1150.0,2.0,55.0,2
648,Bannerghatta Road,1215.0,2.0,65.0,2
649,Bannerghatta Road,1510.0,2.0,110.0,3
650,Bannerghatta Road,1022.0,2.0,35.0,2
651,Bannerghatta Road,1246.0,2.0,47.35,2
652,Bannerghatta Road,1160.0,2.0,45.0,2
653,Bannerghatta Road,1527.0,3.0,142.0,3
654,Basavangudi,1500.0,2.0,143.0,3
655,Basavangudi,1850.0,3.0,168.0,3
656,Basavangudi,1036.0,2.0,105.0,2
657,Basavangudi,2600.0,4.0,260.0,4
658,Basavangudi,1600.0,2.0,160.0,3
659,Basavangudi,1560.0,2.0,145.0,2
660,Basavangudi,1825.0,3.0,175.0,3
661,Basavangudi,1800.0,3.0,195.0,3
662,Basavangudi,1100.0,2.0,93.0,2
663,Basavangudi,1542.14,3.0,120.0,3
664,Basavangudi,1050.0,2.0,103.0,2
665,Basavangudi,1180.0,2.0,124.0,2
666,Basavangudi,1600.0,3.0,130.0,3
667,Basavangudi,1200.0,2.0,120.0,2
668,Basavangudi,1850.0,3.0,150.0,3
669,Basavangudi,2453.0,3.0,250.0,4
670,Basavangudi,1650.0,3.0,125.0,3
671,Basaveshwara Nagar,1200.0,2.0,65.0,2
672,Basaveshwara Nagar,4500.0,5.0,415.0,5
673,Basaveshwara Nagar,1865.0,3.0,145.0,3
674,Basaveshwara Nagar,1200.0,2.0,90.0,2
675,Basaveshwara Nagar,1200.0,2.0,80.0,2
676,Basaveshwara Nagar,1900.0,3.0,150.0,3
677,Basaveshwara Nagar,1200.0,2.0,85.0,2
678,Basaveshwara Nagar,1200.0,2.0,70.0,2
679,Battarahalli,1200.0,2.0,65.0,2
680,Battarahalli,1779.0,3.0,89.61,3
681,Battarahalli,1300.0,2.0,50.0,2
682,Battarahalli,1945.0,3.0,97.42,3
683,Battarahalli,1777.0,3.0,100.0,3
684,Battarahalli,1135.0,2.0,43.0,2
685,Battarahalli,1276.0,2.0,45.0,2
686,Battarahalli,1880.0,3.0,94.36,3
687,Battarahalli,1071.0,2.0,62.0,2
688,Battarahalli,1165.0,2.0,43.0,2
689,Battarahalli,1636.0,2.0,82.89,2
690,Battarahalli,1779.0,3.0,90.0,3
691,Battarahalli,1516.0,3.0,65.0,3
692,Battarahalli,1090.0,2.0,38.37,2
693,Battarahalli,2082.0,3.0,104.0,3
694,Battarahalli,2024.0,3.0,103.0,3
695,Battarahalli,1097.0,2.0,49.0,2
696,Begur,1580.0,3.0,75.0,3
697,Begur,1559.0,3.0,63.0,3
698,Begur,3500.0,4.0,185.0,3
699,Begur,1100.0,2.0,55.0,2
700,Begur,1306.0,2.0,65.0,2
701,Begur,1200.0,2.0,33.0,2
702,Begur Road,1200.0,2.0,44.0,2
703,Begur Road,1200.0,2.0,46.8,2
704,Begur Road,1160.0,2.0,44.0,2
705,Begur Road,1584.0,3.0,65.0,3
706,Begur Road,1500.0,2.0,54.0,3
707,Begur Road,1615.0,3.0,59.76,3
708,Begur Road,1200.0,2.0,43.2,2
709,Begur Road,1160.0,2.0,44.08,2
710,Begur Road,1200.0,2.0,45.0,2
711,Begur Road,1615.0,3.0,60.0,3
712,Begur Road,1200.0,2.0,37.8,2
713,Begur Road,1160.0,2.0,40.59,2
714,Begur Road,1260.0,2.0,46.62,2
715,Begur Road,1600.0,3.0,58.14,3
716,Begur Road,1500.0,2.0,70.0,3
717,Begur Road,1160.0,2.0,42.0,2
718,Begur Road,1240.0,2.0,39.06,2
719,Begur Road,1200.0,2.0,45.0,2
720,Begur Road,1500.0,2.0,55.0,3
721,Begur Road,1615.0,3.0,58.0,3
722,Begur Road,1583.0,3.0,74.4,3
723,Begur Road,1170.0,2.0,46.0,2
724,Begur Road,1160.0,2.0,42.92,2
725,Begur Road,1565.0,2.0,59.76,3
726,Begur Road,1160.0,2.0,42.0,2
727,Begur Road,1200.0,2.0,45.0,2
728,Begur Road,1200.0,2.0,42.6,2
729,Begur Road,1160.0,2.0,42.0,2
730,Begur Road,1334.0,2.0,42.69,2
731,Begur Road,1565.0,2.0,57.91,3
732,Begur Road,1200.0,2.0,45.6,2
733,Begur Road,1215.0,2.0,43.13,2
734,Begur Road,1160.0,2.0,36.54,2
735,Begur Road,1615.0,3.0,50.87,3
736,Begur Road,1200.0,2.0,44.4,2
737,Begur Road,1565.0,2.0,49.3,3
738,Begur Road,1260.0,2.0,39.69,2
739,Begur Road,2464.5,6.0,118.0,4
740,Begur Road,1160.0,2.0,44.0,2
741,Begur Road,1565.0,2.0,56.34,3
742,Begur Road,1565.0,2.0,56.0,3
743,Begur Road,1200.0,2.0,42.0,2
744,Begur Road,1240.0,2.0,45.88,2
745,Begur Road,1200.0,2.0,44.0,2
746,Begur Road,1500.0,2.0,47.25,3
747,Begur Road,1100.0,2.0,42.6,2
748,Begur Road,1565.0,2.0,57.91,3
749,Begur Road,1200.0,2.0,44.4,2
750,Begur Road,2500.0,6.0,122.5,4
751,Begur Road,1160.0,2.0,36.54,2
752,Begur Road,1215.0,2.0,43.75,2
753,Begur Road,1200.0,2.0,44.73,2
754,Begur Road,1160.0,2.0,42.0,2
755,Bellandur,1767.0,3.0,103.0,3
756,Bellandur,1205.0,2.0,66.0,2
757,Bellandur,1250.0,2.0,76.0,2
758,Bellandur,1000.0,2.0,50.0,2
759,Bellandur,1281.0,2.0,74.0,2
760,Bellandur,2025.0,4.0,109.0,4
761,Bellandur,1605.0,3.0,85.0,3
762,Bellandur,1692.0,3.0,88.0,3
763,Bellandur,1220.0,2.0,60.0,2
764,Bellandur,1299.0,2.0,82.0,2
765,Bellandur,1350.0,2.0,79.0,2
766,Bellandur,1286.0,2.0,57.0,2
767,Bellandur,1457.0,2.0,85.0,2
768,Bellandur,1050.0,2.0,72.0,2
769,Bellandur,1310.0,2.0,72.0,2
770,Bellandur,1785.0,3.0,118.0,3
771,Bellandur,1051.0,2.0,60.0,2
772,Bellandur,1060.0,2.0,65.0,2
773,Bellandur,1100.0,2.0,62.0,2
774,Bellandur,1685.0,3.0,100.0,3
775,Bellandur,1205.0,2.0,59.0,2
776,Bellandur,1063.0,2.0,58.0,2
777,Bellandur,1201.0,2.0,59.99,2
778,Bellandur,1325.0,2.0,65.0,2
779,Bellandur,1281.0,2.0,87.0,2
780,Bellandur,1785.0,3.0,120.0,3
781,Bellandur,1088.0,2.0,48.0,2
782,Bellandur,1310.0,2.0,85.0,2
783,Bellandur,1465.0,3.0,90.0,2
784,Bellandur,1767.0,3.0,109.0,3
785,Bellandur,3600.0,4.0,245.0,4
786,Bellandur,1150.0,2.0,69.44,2
787,Bellandur,1830.0,3.0,90.0,3
788,Bellandur,1410.0,3.0,92.0,2
789,Bellandur,1015.0,2.0,60.0,2
790,Bellandur,2500.0,4.0,112.0,3
791,Bellandur,1685.0,3.0,101.0,3
792,Bellandur,1735.0,3.0,105.0,3
793,Bellandur,1685.0,3.0,115.0,3
794,Bellandur,1049.0,2.0,51.0,2
795,Bellandur,1211.0,2.0,63.0,2
796,Bellandur,1717.0,3.0,110.0,3
797,Bellandur,1200.0,2.0,62.0,2
798,Bellandur,1767.0,3.0,89.0,3
799,Bellandur,1830.0,3.0,89.0,3
800,Bellandur,2400.0,3.0,115.0,3
801,Bellandur,1665.0,3.0,85.0,3
802,Bellandur,1690.0,2.0,116.0,3
803,Bellandur,1454.0,2.0,90.0,2
804,Bellandur,1830.0,3.0,91.86,3
805,Bellandur,1830.0,3.0,89.89,3
806,Bellandur,1260.0,2.0,83.5,2
807,Bellandur,1535.0,3.0,90.0,3
808,Benson Town,3200.0,4.0,350.0,3
809,Benson Town,4460.0,5.0,650.0,4
810,Benson Town,2850.0,4.0,470.0,3
811,Benson Town,3633.0,6.0,550.0,4
812,Benson Town,3569.0,4.0,600.0,4
813,Benson Town,1688.12,2.0,270.0,2
814,Benson Town,1805.0,3.0,280.0,3
815,Benson Town,1688.0,2.0,280.0,2
816,Bharathi Nagar,1322.0,2.0,68.0,2
817,Bharathi Nagar,1351.0,2.0,70.0,2
818,Bharathi Nagar,1384.0,2.0,59.0,2
819,Bharathi Nagar,1351.0,2.0,74.0,2
820,Bharathi Nagar,1432.0,2.0,68.0,2
821,Bharathi Nagar,1664.0,3.0,69.89,3
822,Bharathi Nagar,1349.0,2.0,56.7,2
823,Bharathi Nagar,1328.0,2.0,69.0,2
824,Bharathi Nagar,1300.0,2.0,55.86,2
825,Bhoganhalli,1670.0,3.0,99.0,3
826,Bhoganhalli,2119.0,4.0,111.0,4
827,Bhoganhalli,1718.0,3.0,90.2,3
828,Bhoganhalli,1444.0,2.0,75.97,2
829,Bhoganhalli,1447.0,2.0,75.97,2
830,Bhoganhalli,1447.0,2.0,75.97,2
831,Bhoganhalli,2072.5,2.0,111.0,4
832,Bhoganhalli,1610.0,3.0,84.53,3
833,Bhoganhalli,2171.0,4.0,111.0,4
834,Bhoganhalli,2119.0,4.0,111.0,4
835,Bhoganhalli,1447.0,2.0,75.97,2
836,Bhoganhalli,1949.0,3.0,129.0,3
837,Bhoganhalli,1447.0,2.0,75.97,2
838,Bhoganhalli,2119.0,4.0,111.0,4
839,Bhoganhalli,1444.0,2.0,75.97,2
840,Bhoganhalli,1205.0,2.0,64.47,2
841,Bhoganhalli,1447.0,2.0,75.97,2
842,Bhoganhalli,2119.0,4.0,111.0,4
843,Bhoganhalli,1205.0,2.0,68.32,2
844,Bhoganhalli,1260.0,2.0,69.9,2
845,Bhoganhalli,1707.0,3.0,115.0,3
846,Bhoganhalli,1610.0,3.0,84.53,3
847,Bhoganhalli,1718.0,3.0,90.2,3
848,Bhoganhalli,1277.0,2.0,79.89,2
849,Bhoganhalli,2119.0,4.0,111.0,4
850,Billekahalli,1935.0,3.0,110.0,3
851,Billekahalli,1125.0,2.0,62.0,2
852,Billekahalli,1650.0,3.0,88.0,3
853,Billekahalli,1090.0,2.0,52.0,2
854,Billekahalli,1112.0,2.0,62.0,2
855,Billekahalli,2400.0,3.0,150.0,3
856,Billekahalli,1125.0,2.0,65.0,2
857,Billekahalli,1805.0,3.0,134.0,3
858,Binny Pete,1755.0,3.0,122.0,3
859,Binny Pete,665.0,1.0,50.75,1
860,Binny Pete,2465.0,5.0,234.0,3
861,Binny Pete,2817.5,2.0,204.0,4
862,Binny Pete,1245.0,2.0,86.28,2
863,Binny Pete,660.0,1.0,54.0,1
864,Binny Pete,665.0,1.0,46.08,1
865,Binny Pete,660.0,1.0,62.0,1
866,Binny Pete,1365.0,2.0,122.0,2
867,Binny Pete,2940.0,6.0,280.0,4
868,Binny Pete,1795.0,3.0,139.0,3
869,Binny Pete,1740.0,3.0,150.0,3
870,Binny Pete,1970.0,3.0,164.0,3
871,Bommanahalli,520.0,1.0,19.5,1
872,Bommanahalli,515.0,1.0,25.0,1
873,Bommanahalli,1090.0,3.0,44.0,2
874,Bommanahalli,1625.0,2.0,87.72,3
875,Bommanahalli,1850.0,3.0,90.0,3
876,Bommanahalli,1050.0,2.0,46.0,2
877,Bommanahalli,1100.0,1.0,55.0,2
878,Bommanahalli,1350.0,2.0,72.0,2
879,Bommanahalli,2100.0,4.0,85.0,4
880,Bommanahalli,1020.0,2.0,55.0,2
881,Bommanahalli,1307.0,2.0,50.0,2
882,Bommanahalli,1091.0,2.0,40.0,2
883,Bommanahalli,1355.0,2.0,73.17,2
884,Bommanahalli,1160.0,2.0,53.0,2
885,Bommanahalli,1050.0,2.0,54.0,2
886,Bommasandra,1035.0,2.0,41.0,2
887,Bommasandra,1035.0,2.0,41.73,2
888,Bommasandra,1034.0,2.0,40.0,2
889,Bommasandra,1035.0,2.0,41.43,2
890,Bommasandra,1015.0,2.0,40.0,2
891,Bommasandra,1000.0,2.0,35.0,2
892,Bommasandra,1005.0,2.0,39.77,2
893,Bommasandra,1014.0,2.0,35.0,2
894,Bommasandra,1020.0,2.0,40.89,2
895,Bommasandra,1127.0,2.0,45.0,2
896,Bommasandra,1089.0,2.0,40.0,2
897,Bommasandra Industrial Area,1090.0,2.0,31.48,2
898,Bommasandra Industrial Area,1020.0,2.0,29.45,2
899,Bommasandra Industrial Area,1165.0,2.0,33.64,2
900,Bommasandra Industrial Area,1090.0,2.0,31.48,2
901,Bommasandra Industrial Area,1000.0,2.0,28.88,2
902,Bommasandra Industrial Area,1020.0,2.0,29.45,2
903,Bommasandra Industrial Area,1160.0,2.0,33.51,2
904,Bommasandra Industrial Area,1125.0,2.0,32.49,2
905,Bommasandra Industrial Area,1125.0,2.0,32.49,2
906,Bommasandra Industrial Area,1130.0,2.0,32.64,2
907,Bommasandra Industrial Area,1065.0,2.0,30.75,2
908,Bommenahalli,2940.0,3.0,2250.0,4
909,Brookefield,1150.0,2.0,69.0,2
910,Brookefield,1142.0,2.0,70.0,2
911,Brookefield,2169.0,4.0,115.0,3
912,Brookefield,1595.0,3.0,88.0,3
913,Brookefield,2800.0,4.0,240.0,4
914,Brookefield,1262.0,2.0,75.0,2
915,Brookefield,1139.0,2.0,80.0,2
916,Brookefield,1125.0,2.0,70.0,2
917,Brookefield,3532.0,3.0,170.0,4
918,Brookefield,1595.0,2.0,75.0,3
919,Brookefield,1100.0,2.0,55.0,2
920,Brookefield,2400.0,3.0,140.0,4
921,Brookefield,1225.0,2.0,66.5,2
922,Brookefield,1080.0,2.0,50.0,2
923,Brookefield,1230.0,2.0,55.0,2
924,Brookefield,1200.0,2.0,75.0,2
925,Brookefield,1089.0,2.0,49.0,2
926,Brookefield,1130.0,2.0,56.0,2
927,Brookefield,1270.0,2.0,95.0,2
928,Brookefield,1706.0,3.0,115.0,3
929,Brookefield,1389.0,2.0,94.0,2
930,Brookefield,1750.0,2.0,75.0,3
931,Brookefield,1225.0,2.0,72.0,2
932,Brookefield,3675.0,4.0,176.0,4
933,Brookefield,1746.0,3.0,115.0,3
934,Brookefield,1518.0,3.0,80.0,3
935,Brookefield,1589.0,3.0,74.0,3
936,Brookefield,1382.0,2.0,84.5,2
937,Brookefield,1260.0,2.0,70.0,2
938,Brookefield,1206.0,2.0,90.0,2
939,Brookefield,3050.0,4.0,130.0,4
940,Brookefield,1594.0,3.0,140.0,3
941,Brookefield,1588.0,2.0,58.0,2
942,Budigere,1153.0,2.0,56.4,2
943,Budigere,1162.0,2.0,59.9,2
944,Budigere,1991.0,4.0,103.0,3
945,Budigere,1153.0,2.0,57.0,2
946,Budigere,1162.0,2.0,57.0,2
947,Budigere,1139.0,2.0,56.8,2
948,Budigere,1139.0,2.0,56.85,2
949,Budigere,1991.0,4.0,100.0,3
950,Budigere,664.0,1.0,35.0,1
951,Budigere,1820.0,3.0,93.0,3
952,Budigere,1636.0,3.0,85.0,3
953,Budigere,1444.0,2.0,70.0,2
954,Budigere,1139.0,2.0,60.0,2
955,Budigere,1820.0,3.0,85.5,3
956,Budigere,1820.0,3.0,93.0,3
957,Budigere,1820.0,3.0,85.4,3
958,Budigere,1162.0,2.0,58.0,2
959,Budigere,1636.0,3.0,85.0,3
960,Budigere,1087.0,2.0,54.3,2
961,Budigere,1820.0,3.0,89.0,3
962,Budigere,664.0,1.0,35.4,1
963,Budigere,1153.0,2.0,56.7,2
964,Budigere,1820.0,3.0,85.0,3
965,Budigere,1139.0,2.0,56.5,2
966,Budigere,1636.0,3.0,83.0,3
967,Budigere,664.0,1.0,34.0,1
968,Budigere,1820.0,3.0,85.2,3
969,Budigere,1162.0,2.0,58.0,2
970,Budigere,1153.0,2.0,60.0,2
971,Budigere,1820.0,3.0,99.0,3
972,Budigere,1172.0,2.0,56.725,2
973,Budigere,1590.0,3.0,76.16,3
974,Budigere,1820.0,3.0,85.0,3
975,Budigere,1820.0,3.0,95.0,3
976,Budigere,1991.0,4.0,100.0,3
977,Budigere,1820.0,3.0,95.5,3
978,Budigere,1153.0,2.0,56.0,2
979,Budigere,705.0,1.0,34.545,1
980,Budigere,1153.0,2.0,56.5,2
981,Budigere,1153.0,2.0,58.0,2
982,Budigere,1636.0,3.0,88.0,3
983,Budigere,1153.0,2.0,56.55,2
984,Budigere,1153.0,2.0,56.5,2
985,Budigere,1153.0,2.0,60.0,2
986,CV Raman Nagar,1550.0,3.0,65.0,3
987,CV Raman Nagar,1120.0,2.0,55.0,2
988,CV Raman Nagar,1070.0,2.0,55.0,2
989,CV Raman Nagar,1028.0,2.0,49.0,2
990,CV Raman Nagar,1392.0,2.0,98.0,2
991,CV Raman Nagar,1070.0,2.0,47.5,2
992,CV Raman Nagar,1825.0,3.0,126.0,3
993,CV Raman Nagar,1025.0,2.0,50.0,2
994,CV Raman Nagar,1525.0,2.0,67.0,3
995,CV Raman Nagar,1198.0,2.0,60.0,2
996,CV Raman Nagar,1560.0,2.0,85.0,2
997,CV Raman Nagar,1590.0,2.0,85.0,3
998,CV Raman Nagar,1100.0,2.0,58.0,2
999,CV Raman Nagar,1051.0,2.0,61.0,2
1000,CV Raman Nagar,1020.0,2.0,55.0,2
1001,CV Raman Nagar,1285.0,2.0,65.0,2
1002,CV Raman Nagar,1040.0,2.0,50.0,2
1003,CV Raman Nagar,1392.0,2.0,95.0,2
1004,CV Raman Nagar,705.0,2.0,50.0,1
1005,CV Raman Nagar,1125.0,2.0,46.0,2
1006,CV Raman Nagar,1310.0,2.0,62.0,2
1007,Chamrajpet,1350.0,2.0,180.0,2
1008,Chamrajpet,1050.0,2.0,162.0,2
1009,Chandapura,645.0,1.0,16.45,1
1010,Chandapura,645.0,1.0,16.45,1
1011,Chandapura,1015.0,2.0,25.88,2
1012,Chandapura,530.0,1.0,11.66,1
1013,Chandapura,1200.0,2.0,32.0,2
1014,Chandapura,1025.0,2.0,27.68,2
1015,Chandapura,582.5,1.0,15.135,1
1016,Chandapura,1015.0,2.0,25.88,2
1017,Chandapura,1201.0,2.0,27.0,2
1018,Chandapura,590.0,1.0,13.57,1
1019,Chandapura,645.0,1.0,16.45,1
1020,Chandapura,630.0,1.0,13.86,1
1021,Chandapura,1015.0,2.0,25.88,2
1022,Chandapura,520.0,1.0,14.04,1
1023,Chandapura,1200.0,1.0,36.0,2
1024,Chandapura,645.0,1.0,16.45,1
1025,Chandapura,645.0,1.0,16.45,1
1026,Chandapura,645.0,1.0,16.45,1
1027,Chandapura,1505.0,2.0,42.0,3
1028,Chandapura,645.0,1.0,16.45,1
1029,Chandapura,1025.0,2.0,27.68,2
1030,Chandapura,645.0,1.0,16.45,1
1031,Chandapura,1200.0,2.0,36.0,2
1032,Chandapura,645.0,1.0,16.45,1
1033,Chandapura,1025.0,2.0,27.68,2
1034,Chandapura,1015.0,2.0,25.88,2
1035,Chandapura,1015.0,2.0,25.88,2
1036,Chandapura,520.0,1.0,14.04,1
1037,Chandapura,645.0,1.0,16.45,1
1038,Chandapura,645.0,1.0,16.45,1
1039,Chandapura,1200.0,2.0,36.0,2
1040,Chandapura,520.0,1.0,14.04,1
1041,Channasandra,1009.0,2.0,38.34,2
1042,Channasandra,1065.0,2.0,35.0,2
1043,Channasandra,1115.0,2.0,33.45,2
1044,Channasandra,1030.0,2.0,34.5,2
1045,Channasandra,4200.0,6.0,180.0,6
1046,Channasandra,1115.0,2.0,40.0,2
1047,Channasandra,1104.0,2.0,35.5,2
1048,Channasandra,1050.0,2.0,41.0,2
1049,Channasandra,1065.0,2.0,40.47,2
1050,Channasandra,1070.0,2.0,38.0,2
1051,Channasandra,1050.0,2.0,35.0,2
1052,Channasandra,1093.0,2.0,34.0,2
1053,Channasandra,1010.0,2.0,36.0,2
1054,Channasandra,1123.0,2.0,36.0,2
1055,Channasandra,1000.0,2.0,35.0,2
1056,Channasandra,1093.0,2.0,37.0,2
1057,Channasandra,1115.0,2.0,35.8,2
1058,Channasandra,1500.0,3.0,61.95,3
1059,Channasandra,1800.0,3.0,60.0,3
1060,Channasandra,1175.0,2.0,38.0,2
1061,Channasandra,1200.0,2.0,46.13,2
1062,Channasandra,1065.0,2.0,36.0,2
1063,Channasandra,1050.0,2.0,44.41,2
1064,Channasandra,1010.0,2.0,32.0,2
1065,Chikka Tirupathi,2600.0,5.0,120.0,4
1066,Chikka Tirupathi,2325.0,4.0,120.0,4
1067,Chikka Tirupathi,1808.0,4.0,80.27,3
1068,Chikka Tirupathi,3297.0,3.0,135.0,3
1069,Chikka Tirupathi,3500.0,5.0,150.0,4
1070,Chikka Tirupathi,2646.0,3.0,99.0,3
1071,Chikka Tirupathi,2704.0,5.0,105.0,4
1072,Chikka Tirupathi,2325.0,3.0,95.0,3
1073,Chikka Tirupathi,2325.0,4.0,120.0,4
1074,Chikka Tirupathi,3250.0,4.0,136.0,4
1075,Chikka Tirupathi,2665.0,5.0,125.0,4
1076,Chikkabanavar,2460.0,7.0,80.0,4
1077,Chikkabanavar,1067.0,2.0,38.0,2
1078,Chikkabanavar,4000.0,7.0,110.0,8
1079,Chikkalasandra,1100.0,2.0,50.0,2
1080,Chikkalasandra,1208.0,2.0,49.0,2
1081,Chikkalasandra,1070.0,2.0,50.0,2
1082,Chikkalasandra,1230.0,2.0,48.0,2
1083,Chikkalasandra,1070.0,2.0,42.8,2
1084,Chikkalasandra,1075.0,2.0,46.76,2
1085,Chikkalasandra,1070.0,2.0,45.48,2
1086,Chikkalasandra,1100.0,2.0,50.0,2
1087,Chikkalasandra,1090.0,2.0,47.42,2
1088,Chikkalasandra,1325.0,2.0,59.0,2
1089,Choodasandra,1115.0,2.0,50.0,2
1090,Choodasandra,1300.0,2.0,57.0,2
1091,Choodasandra,1530.0,3.0,77.0,3
1092,Choodasandra,1197.0,2.0,63.0,2
1093,Choodasandra,1115.0,2.0,50.0,2
1094,Choodasandra,1215.0,2.0,59.0,2
1095,Choodasandra,1580.0,3.0,105.0,3
1096,Choodasandra,1075.0,2.0,45.0,2
1097,Choodasandra,1180.0,2.0,71.22,2
1098,Choodasandra,1140.0,2.0,62.0,2
1099,Choodasandra,1560.0,3.0,78.0,3
1100,Choodasandra,1065.0,2.0,46.0,2
1101,Choodasandra,1115.0,2.0,50.0,2
